time_s,robot_id,cycle_index,sync_error_ms,master_ts_us,local_ts_us,corrected_ts_us
118.825,8,485,-0.1457,118825000.0,118827218.8,118824854.3
119.07,8,486,-2.4757,119070000.0,119069346.7,119067524.3
119.315,8,487,0.2612,119315000.0,119316985.8,119315261.2
119.56,8,488,-0.3649,119560000.0,119561315.4,119559635.1
119.805,8,489,1.5954,119805000.0,119808325.3,119806595.4
120.05,8,490,1.5322,120050000.0,120053422.2,120051532.2
120.295,8,491,0.9033,120295000.0,120297924.7,120295903.3
120.54,8,492,0.7015,120540000.0,120542711.7,120540701.5
120.785,8,493,-1.284,120785000.0,120785444.9,120783716.0
121.03,8,494,1.1881,121030000.0,121032955.0,121031188.1
121.275,8,495,0.9091,121275000.0,121278006.1,121275909.1
121.52,8,496,1.1543,121520000.0,121523749.6,121521154.3
121.765,8,497,1.7189,121765000.0,121769801.7,121766718.9
122.01,8,498,-2.4877,122010000.0,122010233.4,122007512.3
122.255,8,499,-0.9629,122255000.0,122256802.8,122254037.1
122.5,8,500,-1.0904,122500000.0,122501382.8,122498909.6
122.745,8,501,0.1233,122745000.0,122747485.0,122745123.3
122.99,8,502,-0.1988,122990000.0,122992298.7,122989801.2
123.235,8,503,-0.4754,123235000.0,123237006.2,123234524.6
123.48,8,504,0.8289,123480000.0,123483524.8,123480828.9
123.725,8,505,-1.4678,123725000.0,123725974.5,123723532.2
123.97,8,506,-0.8821,123970000.0,123971051.4,123969117.9
124.215,8,507,-0.5929,124215000.0,124216076.2,124214407.1
124.46,8,508,0.3785,124460000.0,124461877.4,124460378.5
124.705,8,509,-0.4898,124705000.0,124705840.0,124704510.2
124.95,8,510,0.7915,124950000.0,124952260.6,124950791.5
125.195,8,511,0.5743,125195000.0,125197124.8,125195574.3
125.44,8,512,-0.1003,125440000.0,125441384.1,125439899.7
125.685,8,513,1.8001,125685000.0,125688381.0,125686800.1
125.93,8,514,0.5855,125930000.0,125932265.6,125930585.5
126.175,8,515,1.5716,126175000.0,126178616.7,126176571.6
126.42,8,516,-0.0839,126420000.0,126422112.0,126419916.1
126.665,8,517,-0.1922,126665000.0,126667321.6,126664807.8
126.91,8,518,-0.6118,126910000.0,126911679.8,126909388.2
127.155,8,519,0.0207,127155000.0,127157351.3,127155020.7
127.4,8,520,0.7381,127400000.0,127403218.9,127400738.1
127.645,8,521,-0.59,127645000.0,127646875.2,127644410.0
127.89,8,522,0.3473,127890000.0,127892995.4,127890347.3
128.135,8,523,-1.093,128135000.0,128136402.6,128133907.0
128.38,8,524,0.4382,128380000.0,128383293.3,128380438.2
128.625,8,525,-0.9737,128625000.0,128626691.1,128624026.3
128.87,8,526,0.621,128870000.0,128873413.5,128870621.0
129.115,8,527,-0.2438,129115000.0,129117469.2,129114756.2
129.36,8,528,1.2051,129360000.0,129364225.7,129361205.1
129.605,8,529,-1.5747,129605000.0,129606020.2,129603425.3
129.85,8,530,-1.6002,129850000.0,129850638.2,129848399.8
130.095,8,531,-0.4089,130095000.0,130096674.7,130094591.1
130.34,8,532,-0.9337,130340000.0,130340757.2,130339066.3
130.585,8,533,-0.744,130585000.0,130585764.0,130584256.0
130.83,8,534,1.4757,130830000.0,130833173.6,130831475.7
131.075,8,535,0.5551,131075000.0,131077427.3,131075555.1
131.32,8,536,0.0536,131320000.0,131321861.2,131320053.6
131.565,8,537,0.188,131565000.0,131566977.0,131565188.0
131.81,8,538,0.0641,131810000.0,131811729.3,131810064.1
132.055,8,539,2.3212,132055000.0,132059430.9,132057321.2
132.3,8,540,-0.5079,132300000.0,132301572.4,132299492.1
132.545,8,541,-0.9372,132545000.0,132545873.0,132544062.8
132.79,8,542,1.2802,132790000.0,132793419.4,132791280.2
133.035,8,543,0.1316,133035000.0,133037209.7,133035131.6
133.28,8,544,2.221,133280000.0,133284919.7,133282221.0
133.525,8,545,-0.7176,133525000.0,133526846.3,133524282.4
133.77,8,546,0.5912,133770000.0,133773497.4,133770591.2
134.015,8,547,0.5791,134015000.0,134018785.4,134015579.1
134.26,8,548,-1.4398,134260000.0,134261865.7,134258560.2
134.505,8,549,-1.4666,134505000.0,134506604.4,134503533.4
134.75,8,550,0.2684,134750000.0,134753390.0,134750268.4
134.995,8,551,-0.005,134995000.0,134998194.8,134994995.0
135.24,8,552,-1.9062,135240000.0,135240816.7,135238093.8
135.485,8,553,-1.1499,135485000.0,135486159.9,135483850.1
135.73,8,554,-2.3448,135730000.0,135729474.8,135727655.2
135.975,8,555,1.2324,135975000.0,135978237.5,135976232.4
136.22,8,556,0.2805,136220000.0,136222213.4,136220280.5
136.465,8,557,0.4475,136465000.0,136467337.6,136465447.5
136.71,8,558,-0.971,136710000.0,136710507.0,136709029.0
136.955,8,559,-0.2621,136955000.0,136956223.5,136954737.9
137.2,8,560,0.5799,137200000.0,137201972.2,137200579.9
137.445,8,561,0.5625,137445000.0,137446743.5,137445562.5
137.69,8,562,1.3072,137690000.0,137692696.3,137691307.2
137.935,8,563,1.6683,137935000.0,137938259.6,137936668.3
138.18,8,564,2.8605,138180000.0,138185287.5,138182860.5
138.425,8,565,0.105,138425000.0,138427544.4,138425105.0
138.67,8,566,1.0502,138670000.0,138673911.5,138671050.2
138.915,8,567,-1.2908,138915000.0,138916581.6,138913709.2
139.16,8,568,-1.9645,139160000.0,139160572.1,139158035.5
139.405,8,569,-0.325,139405000.0,139407163.9,139404675.0
139.65,8,570,-1.6606,139650000.0,139650673.9,139648339.4
139.895,8,571,0.0536,139895000.0,139897613.3,139895053.6
140.14,8,572,-0.7153,140140000.0,140141663.7,140139284.7
140.385,8,573,-1.7005,140385000.0,140385259.6,140383299.5
140.63,8,574,2.4841,140630000.0,140634692.5,140632484.1
140.875,8,575,-0.284,140875000.0,140876968.8,140874716.0
141.12,8,576,-1.3154,141120000.0,141120653.2,141118684.6
141.365,8,577,1.4155,141365000.0,141368700.7,141366415.5
141.61,8,578,-0.284,141610000.0,141611753.1,141609716.0
141.855,8,579,1.6909,141855000.0,141858940.2,141856690.9
142.1,8,580,-0.3356,142100000.0,142101756.5,142099664.4
142.345,8,581,0.0334,142345000.0,142346992.0,142345033.4
142.59,8,582,0.9442,142590000.0,142593059.4,142590944.2
142.835,8,583,0.9828,142835000.0,142838362.0,142835982.8
143.08,8,584,0.6928,143080000.0,143083576.9,143080692.8
143.325,8,585,-0.3971,143325000.0,143327551.5,143324602.9
143.57,8,586,0.0096,143570000.0,143573298.1,143570009.6
143.815,8,587,0.1094,143815000.0,143818563.1,143815109.4
144.06,8,588,-0.4551,144060000.0,144062913.5,144059544.9
144.305,8,589,-0.8277,144305000.0,144307506.2,144304172.3
144.55,8,590,-1.9085,144550000.0,144550947.6,144548091.5
144.795,8,591,0.3806,144795000.0,144798405.5,144795380.6
145.04,8,592,-0.222,145040000.0,145042741.6,145039778.0
145.285,8,593,-0.4465,145285000.0,145287199.2,145284553.5
145.53,8,594,1.1119,145530000.0,145534233.4,145531111.9
145.775,8,595,-1.738,145775000.0,145775991.2,145773262.0
146.02,8,596,1.7771,146020000.0,146024682.0,146021777.1
146.265,8,597,-0.2701,146265000.0,146267687.0,146264729.9
146.51,8,598,0.1936,146510000.0,146513099.2,146510193.6
146.755,8,599,-0.647,146755000.0,146757248.7,146754353.0
147.0,8,600,-1.6826,147000000.0,147000726.8,146998317.4
147.245,8,601,0.2625,147245000.0,147247564.3,147245262.5
147.49,8,602,0.7384,147490000.0,147493138.1,147490738.4
147.735,8,603,0.9486,147735000.0,147738552.4,147735948.6
147.98,8,604,-0.1248,147980000.0,147982507.8,147979875.2
148.225,8,605,-2.0122,148225000.0,148225118.9,148222987.8
148.47,8,606,-0.9797,148470000.0,148470904.5,148469020.3
148.715,8,607,2.7215,148715000.0,148720221.5,148717721.5
148.96,8,608,-0.8746,148960000.0,148961452.6,148959125.4
149.205,8,609,1.7838,149205000.0,149209480.6,149206783.8
149.45,8,610,-0.705,149450000.0,149451651.8,149449295.0
149.695,8,611,0.1375,149695000.0,149697558.3,149695137.5
149.94,8,612,0.9205,149940000.0,149943532.0,149940920.5
150.185,8,613,-0.6134,150185000.0,150186802.1,150184386.6
150.43,8,614,1.7343,150430000.0,150434701.5,150431734.3
150.675,8,615,0.0361,150675000.0,150677886.2,150675036.1
150.92,8,616,0.1909,150920000.0,150923352.9,150920190.9
151.165,8,617,-0.6486,151165000.0,151167483.3,151164351.4
151.41,8,618,0.2459,151410000.0,151413599.4,151410245.9
151.655,8,619,1.019,151655000.0,151659708.1,151656019.0
151.9,8,620,-0.7955,151900000.0,151902660.5,151899204.5
152.145,8,621,1.1023,152145000.0,152149898.2,152146102.3
152.39,8,622,-1.5444,152390000.0,152392093.2,152388455.6
152.635,8,623,-0.0956,152635000.0,152638748.6,152634904.4
152.88,8,624,-0.4593,152880000.0,152883423.1,152879540.7
153.125,8,625,-1.7642,153125000.0,153126558.4,153123235.8
153.37,8,626,-0.0055,153370000.0,153373101.8,153369994.5
153.615,8,627,-0.3884,153615000.0,153617858.7,153614611.6
153.86,8,628,-1.0225,153860000.0,153861830.5,153858977.5
154.105,8,629,0.2616,154105000.0,154108288.5,154105261.6
154.35,8,630,0.1503,154350000.0,154353039.0,154350150.3
154.595,8,631,0.0075,154595000.0,154597780.9,154595007.5
154.84,8,632,0.0361,154840000.0,154842790.2,154840036.1
155.085,8,633,0.2008,155085000.0,155087769.0,155085200.8
155.33,8,634,-0.1574,155330000.0,155332440.3,155329842.6
155.575,8,635,0.4621,155575000.0,155578053.9,155575462.1
155.82,8,636,-0.3386,155820000.0,155822118.0,155819661.4
156.065,8,637,3.0947,156065000.0,156071083.4,156068094.7
156.31,8,638,-1.4674,156310000.0,156311208.5,156308532.6
156.555,8,639,-0.4893,156555000.0,156557202.6,156554510.7
156.8,8,640,-0.2556,156800000.0,156802301.9,156799744.4
157.045,8,641,2.1411,157045000.0,157050361.9,157047141.1
157.29,8,642,-1.5147,157290000.0,157291333.7,157288485.3
157.535,8,643,0.3911,157535000.0,157538433.5,157535391.1
157.78,8,644,0.0554,157780000.0,157783225.0,157780055.4
158.025,8,645,0.1988,158025000.0,158028331.8,158025198.8
158.27,8,646,0.9919,158270000.0,158274419.6,158270991.9
158.515,8,647,0.7241,158515000.0,158519399.6,158515724.1
158.76,8,648,-1.0234,158760000.0,158762404.0,158758976.6
159.005,8,649,-0.2793,159005000.0,159008182.5,159004720.7
159.25,8,650,-2.298,159250000.0,159250717.3,159247702.0
159.495,8,651,0.0635,159495000.0,159498077.6,159495063.5
159.74,8,652,-0.8011,159740000.0,159742010.5,159739198.9
159.985,8,653,-0.01,159985000.0,159987744.1,159984990.0
160.23,8,654,-1.3815,160230000.0,160230949.9,160228618.5
160.475,8,655,1.0056,160475000.0,160478462.7,160476005.6
160.72,8,656,-1.0715,160720000.0,160720945.5,160718928.5
160.965,8,657,0.7632,160965000.0,160968163.9,160965763.2
161.21,8,658,-0.5153,161210000.0,161211518.7,161209484.7
161.455,8,659,0.1288,161455000.0,161456975.5,161455128.8
161.7,8,660,2.2652,161700000.0,161704385.2,161702265.2
161.945,8,661,1.1646,161945000.0,161948709.6,161946164.6
162.19,8,662,1.6714,162190000.0,162194387.7,162191671.4
162.435,8,663,1.7382,162435000.0,162439884.9,162436738.2
162.68,8,664,-0.9255,162680000.0,162682090.3,162679074.5
162.925,8,665,1.4014,162925000.0,162929821.0,162926401.4
163.17,8,666,-1.9818,163170000.0,163171268.2,163168018.2
163.415,8,667,0.3086,163415000.0,163418926.7,163415308.6
163.66,8,668,-1.0734,163660000.0,163662443.9,163658926.6
163.905,8,669,-1.4735,163905000.0,163906924.0,163903526.5
164.15,8,670,0.3874,164150000.0,164153782.3,164150387.4
164.395,8,671,0.5248,164395000.0,164399183.4,164395524.8
164.64,8,672,0.3584,164640000.0,164644152.3,164640358.4
164.885,8,673,-0.5001,164885000.0,164888316.4,164884499.9
165.13,8,674,-0.4127,165130000.0,165133221.4,165129587.3
165.375,8,675,-0.0596,165375000.0,165378699.9,165374940.4
165.62,8,676,-0.144,165620000.0,165623436.7,165619856.0
165.865,8,677,0.0843,165865000.0,165868726.3,165865084.3
166.11,8,678,-0.1303,166110000.0,166113326.0,166109869.7
166.355,8,679,0.6633,166355000.0,166359097.1,166355663.3
166.6,8,680,-1.9353,166600000.0,166601137.7,166598064.7
166.845,8,681,-0.087,166845000.0,166847937.3,166844913.0
167.09,8,682,-1.3381,167090000.0,167091438.8,167088661.9
167.335,8,683,0.4445,167335000.0,167338436.0,167335444.5
167.58,8,684,1.8259,167580000.0,167585078.8,167581825.9
167.825,8,685,-0.7296,167825000.0,167827544.1,167824270.4
168.07,8,686,0.1637,168070000.0,168073270.3,168070163.7
168.315,8,687,0.7119,168315000.0,168319029.9,168315711.9
168.56,8,688,-2.1063,168560000.0,168560645.4,168557893.7
168.805,8,689,0.0015,168805000.0,168807504.6,168805001.5
169.05,8,690,0.9421,169050000.0,169053573.1,169050942.1
169.295,8,691,-2.4138,169295000.0,169294663.8,169292586.2
169.54,8,692,-0.0395,169540000.0,169541972.6,169539960.5
169.785,8,693,2.1117,169785000.0,169789470.3,169787111.7
170.03,8,694,1.6985,170030000.0,170034357.5,170031698.5
170.275,8,695,0.7562,170275000.0,170278607.6,170275756.2
170.52,8,696,1.0889,170520000.0,170524221.6,170521088.9
170.765,8,697,0.1419,170765000.0,170768425.6,170765141.9
171.01,8,698,0.3627,171010000.0,171013838.5,171010362.7
171.255,8,699,-0.7462,171255000.0,171257797.8,171254253.8
171.5,8,700,-0.1122,171500000.0,171503320.1,171499887.8
171.745,8,701,-0.8765,171745000.0,171747426.8,171744123.5
171.99,8,702,1.2509,171990000.0,171994706.3,171991250.9
172.235,8,703,1.2017,172235000.0,172240020.6,172236201.7
172.48,8,704,0.5624,172480000.0,172484855.1,172480562.4
172.725,8,705,-1.4043,172725000.0,172727714.0,172723595.7
172.97,8,706,-1.8304,172970000.0,172972063.8,172968169.6
173.215,8,707,0.4835,173215000.0,173219745.2,173215483.5
173.46,8,708,-0.2469,173460000.0,173463870.1,173459753.1
173.705,8,709,-0.4491,173705000.0,173708616.2,173704550.9
173.95,8,710,-1.4249,173950000.0,173952466.1,173948575.1
174.195,8,711,0.1637,174195000.0,174198741.8,174195163.7
174.44,8,712,-1.1694,174440000.0,174441933.2,174438830.6
174.685,8,713,0.74,174685000.0,174689001.0,174685740.0
174.93,8,714,1.3172,174930000.0,174934899.3,174931317.2
175.175,8,715,1.3289,175175000.0,175180206.4,175176328.9
175.42,8,716,0.0975,175420000.0,175424103.9,175420097.5
175.665,8,717,-1.993,175665000.0,175666599.8,175663007.0
175.91,8,718,-0.0995,175910000.0,175913499.6,175909900.5
176.155,8,719,1.8948,176155000.0,176160834.9,176156894.8
176.4,8,720,-1.3906,176400000.0,176402229.5,176398609.4
176.645,8,721,-0.2021,176645000.0,176648205.4,176644797.9
176.89,8,722,1.2362,176890000.0,176894977.1,176891236.2
177.135,8,723,0.1009,177135000.0,177139026.0,177135100.9
177.38,8,724,1.7425,177380000.0,177386266.2,177381742.5
177.625,8,725,-1.7564,177625000.0,177627415.1,177623243.6
177.87,8,726,-1.5919,177870000.0,177872111.4,177868408.1
178.115,8,727,0.7762,178115000.0,178119772.6,178115776.2
178.36,8,728,-1.79,178360000.0,178361873.1,178358210.0
178.605,8,729,-0.4799,178605000.0,178608076.6,178604520.1
178.85,8,730,-0.1339,178850000.0,178853238.4,178849866.1
179.095,8,731,1.0136,179095000.0,179099564.9,179096013.6
179.34,8,732,0.6192,179340000.0,179344063.4,179340619.2
179.585,8,733,0.3997,179585000.0,179588879.3,179585399.7
179.83,8,734,-0.5634,179830000.0,179832852.5,179829436.6
180.075,8,735,1.0246,180075000.0,180079797.9,180076024.6
180.32,8,736,3.5198,180320000.0,180328175.4,180323519.8
180.565,8,737,-0.3051,180565000.0,180569178.5,180564694.9
180.81,8,738,-0.8621,180810000.0,180813473.1,180809137.9
181.055,8,739,-2.3093,181055000.0,181056800.6,181052690.7
181.3,8,740,-1.1326,181300000.0,181302597.6,181298867.4
181.545,8,741,-0.4271,181545000.0,181548110.7,181544572.9
181.79,8,742,-0.7231,181790000.0,181792730.2,181789276.9
182.035,8,743,-0.0651,182035000.0,182038356.9,182034934.9
182.28,8,744,1.4892,182280000.0,182285514.4,182281489.2
182.525,8,745,0.7457,182525000.0,182529881.9,182525745.7
182.77,8,746,-0.6699,182770000.0,182773199.2,182769330.1
183.015,8,747,-1.6756,183015000.0,183016944.4,183013324.4
183.26,8,748,1.3146,183260000.0,183265003.7,183261314.6
183.505,8,749,-0.1814,183505000.0,183508344.6,183504818.6
183.75,8,750,-1.6666,183750000.0,183751336.2,183748333.4
183.995,8,751,1.085,183995000.0,183999267.4,183996085.0
184.24,8,752,1.2602,184240000.0,184244647.9,184241260.2
184.485,8,753,-2.2885,184485000.0,184485510.5,184482711.5
184.73,8,754,-0.0746,184730000.0,184732436.7,184729925.4
184.975,8,755,0.7135,184975000.0,184978298.1,184975713.5
185.22,8,756,1.1108,185220000.0,185224316.6,185221110.8
185.465,8,757,-0.3846,185465000.0,185467820.9,185464615.4
185.71,8,758,-0.6386,185710000.0,185712445.7,185709361.4
185.955,8,759,1.1627,185955000.0,185959321.4,185956162.7
186.2,8,760,-0.12,186200000.0,186202891.4,186199880.0
186.445,8,761,0.9713,186445000.0,186449108.4,186445971.3
186.69,8,762,-0.7145,186690000.0,186692128.6,186689285.5
186.935,8,763,-0.7233,186935000.0,186936844.2,186934276.7
187.18,8,764,1.3786,187180000.0,187184377.8,187181378.6
187.425,8,765,0.5059,187425000.0,187428779.1,187425505.9
187.67,8,766,1.0426,187670000.0,187674587.5,187671042.6
187.915,8,767,-0.5016,187915000.0,187917846.0,187914498.4
188.16,8,768,-0.85,188160000.0,188162535.5,188159150.0
188.405,8,769,1.3521,188405000.0,188410127.1,188406352.1
188.65,8,770,-1.6242,188650000.0,188651671.2,188648375.8
188.895,8,771,1.2811,188895000.0,188900005.0,188896281.1
189.14,8,772,0.8966,189140000.0,189145092.4,189140896.6
189.385,8,773,0.3991,189385000.0,189389544.5,189385399.1
189.63,8,774,-1.1946,189630000.0,189632691.5,189628805.4
189.875,8,775,-1.1404,189875000.0,189877541.6,189873859.6
190.12,8,776,-0.4524,190120000.0,190123273.9,190119547.6
190.365,8,777,-1.4187,190365000.0,190366976.5,190363581.3
190.61,8,778,-0.7325,190610000.0,190612381.0,190609267.5
190.855,8,779,0.9341,190855000.0,190859313.3,190855934.1
191.1,8,780,0.8195,191100000.0,191104323.3,191100819.5
191.345,8,781,-1.0629,191345000.0,191347289.2,191343937.1
191.59,8,782,0.951,191590000.0,191594364.5,191590951.0
191.835,8,783,0.737,191835000.0,191839102.9,191835737.0
192.08,8,784,1.5981,192080000.0,192085374.1,192081598.1
192.325,8,785,0.347,192325000.0,192329249.8,192325347.0
192.57,8,786,0.6279,192570000.0,192574841.6,192570627.9
192.815,8,787,-0.0696,192815000.0,192819148.4,192814930.4
193.06,8,788,0.4707,193060000.0,193064756.3,193060470.7
193.305,8,789,-2.0356,193305000.0,193307040.4,193302964.4
193.55,8,790,-0.3825,193550000.0,193553443.4,193549617.5
193.795,8,791,-0.3556,193795000.0,193798547.3,193794644.4
194.04,8,792,-0.6584,194040000.0,194043306.1,194039341.6
194.285,8,793,-0.0154,194285000.0,194289135.8,194284984.6
194.53,8,794,0.1672,194530000.0,194534368.9,194530167.2
194.775,8,795,-0.0771,194775000.0,194779082.9,194774922.9
195.02,8,796,-0.6392,195020000.0,195023404.4,195019360.8
195.265,8,797,-0.9336,195265000.0,195267738.4,195264066.4
195.51,8,798,1.2034,195510000.0,195514942.4,195511203.4
195.755,8,799,0.2528,195755000.0,195759050.0,195755252.8
196.0,8,800,-1.1437,196000000.0,196002412.5,195998856.3
196.245,8,801,0.0837,196245000.0,196248407.0,196245083.7
196.49,8,802,-1.3863,196490000.0,196491552.0,196488613.7
196.735,8,803,0.7276,196735000.0,196738690.9,196735727.6
196.98,8,804,0.3441,196980000.0,196983415.0,196980344.1
197.225,8,805,-0.0428,197225000.0,197227968.2,197224957.2
197.47,8,806,2.0529,197470000.0,197475563.6,197472052.9
197.715,8,807,-1.0416,197715000.0,197717279.3,197713958.4
197.96,8,808,0.8847,197960000.0,197964518.9,197960884.7
198.205,8,809,2.2892,198205000.0,198211299.8,198207289.2
198.45,8,810,0.7536,198450000.0,198454973.0,198450753.6
198.695,8,811,-0.5234,198695000.0,198698646.9,198694476.6
198.94,8,812,-1.5229,198940000.0,198942328.4,198938477.1
199.185,8,813,-1.52,199185000.0,199187059.4,199183480.0
199.43,8,814,-0.3682,199430000.0,199433204.5,199429631.8
199.675,8,815,-0.6151,199675000.0,199677878.5,199674384.9
199.92,8,816,-0.5135,199920000.0,199922844.0,199919486.5
200.165,8,817,0.0692,200165000.0,200168320.4,200165069.2
200.41,8,818,0.1861,200410000.0,200413593.9,200410186.1
200.655,8,819,0.6772,200655000.0,200659303.4,200655677.2
200.9,8,820,-1.0538,200900000.0,200902240.3,200898946.2
201.145,8,821,-0.277,201145000.0,201147911.5,201144723.0
201.39,8,822,0.5217,201390000.0,201393543.1,201390521.7
201.635,8,823,0.4716,201635000.0,201638504.7,201635471.6
201.88,8,824,2.4738,201880000.0,201885947.5,201882473.8
202.125,8,825,0.5504,202125000.0,202129027.0,202125550.4
202.37,8,826,-1.497,202370000.0,202371816.6,202368503.0
202.615,8,827,0.9305,202615000.0,202619259.2,202615930.5
202.86,8,828,0.8475,202860000.0,202864416.7,202860847.5
203.105,8,829,-0.2237,203105000.0,203108616.3,203104776.3
203.35,8,830,-1.46,203350000.0,203352314.9,203348540.0
203.595,8,831,1.6055,203595000.0,203600885.2,203596605.5
203.84,8,832,-1.4932,203840000.0,203842496.2,203838506.8
204.085,8,833,0.52,204085000.0,204089577.6,204085520.0
204.33,8,834,-0.0726,204330000.0,204334029.2,204329927.4
204.575,8,835,0.3225,204575000.0,204579514.7,204575322.5
204.82,8,836,1.3432,204820000.0,204825846.5,204821343.2
205.065,8,837,-0.0872,205065000.0,205069476.7,205064912.8
205.31,8,838,-1.25,205310000.0,205313136.9,205308750.0
205.555,8,839,0.4794,205555000.0,205560139.0,205555479.4
205.8,8,840,-1.2682,205800000.0,205803059.1,205798731.8
206.045,8,841,-0.2114,206045000.0,206049017.2,206044788.6
206.29,8,842,-1.5799,206290000.0,206292273.8,206288420.1
206.535,8,843,-0.9615,206535000.0,206537590.1,206534038.5
206.78,8,844,0.1472,206780000.0,206783896.2,206780147.2
207.025,8,845,0.4253,207025000.0,207029280.8,207025425.3
207.27,8,846,-1.4761,207270000.0,207271800.8,207268523.9
207.515,8,847,1.0118,207515000.0,207519444.9,207516011.8
207.76,8,848,-0.4413,207760000.0,207762869.4,207759558.7
208.005,8,849,1.7943,208005000.0,208010392.9,208006794.3
208.25,8,850,0.0713,208250000.0,208253439.4,208250071.3
208.495,8,851,-0.7897,208495000.0,208497518.0,208494210.3
208.74,8,852,0.7378,208740000.0,208743961.8,208740737.8
208.985,8,853,-0.3321,208985000.0,208987775.9,208984667.9
209.23,8,854,1.9522,209230000.0,209235402.7,209231952.2
209.475,8,855,0.3448,209475000.0,209478885.1,209475344.8
209.72,8,856,-0.0318,209720000.0,209723707.0,209719968.2
209.965,8,857,0.606,209965000.0,209969603.7,209965606.0
210.21,8,858,-1.0735,210210000.0,210212692.1,210208926.5
210.455,8,859,-1.322,210455000.0,210457355.6,210453678.0
210.7,8,860,0.5964,210700000.0,210704397.2,210700596.4
210.945,8,861,-1.0731,210945000.0,210947592.1,210943926.9
211.19,8,862,-0.7803,211190000.0,211192596.2,211189219.7
211.435,8,863,1.3776,211435000.0,211439924.9,211436377.6
211.68,8,864,0.8086,211680000.0,211684555.4,211680808.6
211.925,8,865,-1.1544,211925000.0,211927425.2,211923845.6
212.17,8,866,-0.1416,212170000.0,212173191.4,212169858.4
212.415,8,867,-0.4142,212415000.0,212417854.4,212414585.8
212.66,8,868,2.4073,212660000.0,212666075.0,212662407.3
212.905,8,869,0.9551,212905000.0,212910035.2,212905955.1
213.15,8,870,-0.5596,213150000.0,213153447.5,213149440.4
213.395,8,871,0.5832,213395000.0,213399648.5,213395583.2
213.64,8,872,-1.4732,213640000.0,213642334.2,213638526.8
213.885,8,873,-0.4485,213885000.0,213888159.0,213884551.5
214.13,8,874,0.2579,214130000.0,214134096.5,214130257.9
214.375,8,875,0.5028,214375000.0,214379517.9,214375502.8
214.62,8,876,-0.1801,214620000.0,214623862.8,214619819.9
214.865,8,877,0.0458,214865000.0,214869281.9,214865045.8
215.11,8,878,-0.1229,215110000.0,215114082.8,215109877.1
215.355,8,879,-0.2717,215355000.0,215358797.1,215354728.3
215.6,8,880,-0.4442,215600000.0,215603642.5,215599555.8
215.845,8,881,-0.4159,215845000.0,215848490.9,215844584.1
216.09,8,882,0.4234,216090000.0,216094285.3,216090423.4
216.335,8,883,0.438,216335000.0,216339504.5,216335438.0
216.58,8,884,0.0605,216580000.0,216584254.1,216580060.5
216.825,8,885,-1.1998,216825000.0,216827606.3,216823800.2
217.07,8,886,-0.7071,217070000.0,217072826.4,217069292.9
217.315,8,887,0.9639,217315000.0,217319508.3,217315963.9
217.56,8,888,1.706,217560000.0,217565800.2,217561706.0
217.805,8,889,-0.0288,217805000.0,217809221.7,217804971.2
218.05,8,890,-0.5855,218050000.0,218053549.3,218049414.5
218.295,8,891,0.0367,218295000.0,218299317.0,218295036.7
218.54,8,892,-1.2086,218540000.0,218542688.2,218538791.4
218.785,8,893,1.491,218785000.0,218790627.6,218786491.0
219.03,8,894,0.0999,219030000.0,219034285.4,219030099.9
219.275,8,895,-0.8212,219275000.0,219278262.6,219274178.8
219.52,8,896,-0.1772,219520000.0,219523870.4,219519822.8
219.765,8,897,-0.5311,219765000.0,219768442.6,219764468.9
220.01,8,898,1.3509,220010000.0,220015653.6,220011350.9
220.255,8,899,-0.4023,220255000.0,220258841.4,220254597.7
220.5,8,900,0.0257,220500000.0,220504275.1,220500025.7
220.745,8,901,0.4567,220745000.0,220749781.7,220745456.7
220.99,8,902,-0.9606,220990000.0,220993208.8,220989039.4
221.235,8,903,0.0745,221235000.0,221239334.7,221235074.5
221.48,8,904,0.0888,221480000.0,221484436.1,221480088.8
221.725,8,905,-1.6141,221725000.0,221727246.5,221723385.9
221.97,8,906,0.6153,221970000.0,221974419.1,221970615.3
222.215,8,907,0.2382,222215000.0,222219065.5,222215238.2
222.46,8,908,0.2548,222460000.0,222464280.9,222460254.8
222.705,8,909,0.1035,222705000.0,222709172.3,222705103.5
222.95,8,910,0.3496,222950000.0,222954445.1,222950349.6
223.195,8,911,1.3158,223195000.0,223200743.4,223196315.8
223.44,8,912,-1.2884,223440000.0,223442727.7,223438711.6
223.685,8,913,-0.3481,223685000.0,223688737.1,223684651.9
223.93,8,914,0.679,223930000.0,223934952.1,223930679.0
224.175,8,915,0.4253,224175000.0,224179733.8,224175425.3
224.42,8,916,0.3328,224420000.0,224424712.6,224420332.8
224.665,8,917,2.5608,224665000.0,224672470.1,224667560.8
224.91,8,918,-0.2173,224910000.0,224914907.3,224909782.7
225.155,8,919,0.2456,225155000.0,225160532.0,225155245.6
225.4,8,920,-1.3363,225400000.0,225403810.9,225398663.7
225.645,8,921,-1.9214,225645000.0,225647992.5,225643078.6
225.89,8,922,-0.8898,225890000.0,225893811.3,225889110.2
226.135,8,923,0.2257,226135000.0,226140047.4,226135225.7
226.38,8,924,-0.1891,226380000.0,226384685.8,226379810.9
226.625,8,925,-0.0194,226625000.0,226629686.0,226624980.6
226.87,8,926,-0.6323,226870000.0,226873949.4,226869367.7
227.115,8,927,-0.6321,227115000.0,227118762.6,227114367.9
227.36,8,928,-0.2778,227360000.0,227363999.9,227359722.2
